ID,DetoQ(J/g),SMILES
MUJKEH,2728,O=C(c1ccncc1)N/N=C/c1cccc(c1)[N+](=O)[O-]
MUKCAX,3374,[O-][N+](=O)c1cccc2c1[nH]nc2O
MULGUW,2002,Cc1nc(c(n1C)[N+](=O)[O-])/C=C/c1ccccc1
MUTSAW,2687,OCCN1CCN/C/1=C\[N+](=O)[O-]
MUYLAT,2142,Cc1cc(C)n(c(=O)n1)c1cccc(c1)[N+](=O)[O-]
MUZNEC,4609,[O-][N+](=O)c1n[nH]nc1C
NABMIM,5170,OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
NABMOS,5783,[O-][N+](=O)N1CCN(C1)[N+](=O)[O-]
NABMUY,5805,CC([N+](=O)[O-])([N+](=O)[O-])CN([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C
NACXEU01,7376,[O-][N+](=O)[C@]12[C@H]3[C@]4([C@@H]2[C@]2([C@@H]1[C@@]3([C@@]42[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
NAGGOU,4077,[O-][N+](=O)c1ccc(cc1)n1cnnn1
NANGIT,3551,[O-][N+](=O)[C@@]12[N-][N+](=O)C([C@]2(CC(C1)(C)C)[N+](=O)[O-])(C)C
NANILI29,2945,Nc1ccc(cc1)[N+](=O)[O-]
NANVED,3146,CCOC(=O)[C@@](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(c1ccccc1)C#N
NAPHAP,5439,N#[N+]/N=C/1\N=[NH+]/C(=N\[N+](=O)[O-])/N1
NAPHUK,6063,[O-][N+](=O)/C=C/C=C/[N+](=O)[O-]
NAPJIA,5016,C/C(=C\C=C(\[N+](=O)[O-])/C)/[N+](=O)[O-]
NAPXEK,2170,[O-][N+](=O)c1ccc(cc1)c1nnn(c1C)C(=C)c1ccccc1
NAQSUW,3457,Nc1cc(ccc1c1ccc(cc1)[N+](=O)[O-])[N+](=O)[O-]
NASXEN,1713,O=C1OC2(CCCCC2)OC(=O)C1=CNc1ccccc1[N+](=O)[O-]
NATHAS,4163,COc1cccc(c1)/C(=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])/C
NAWPUW,4693,[O-][N+](=O)c1cc(cc(c1N1CCCC1)[N+](=O)[O-])[N+](=O)[O-]
NAWQAD,4698,[O-][N+](=O)c1cc(cc(c1N1CCOCC1)[N+](=O)[O-])[N+](=O)[O-]
NAWQEH,4466,[O-][N+](=O)c1cc(cc(c1N1CCCCC1)[N+](=O)[O-])[N+](=O)[O-]
NAYNUX01,5688,[O-][N+](=O)N1[C@@H]2O[C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2O[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-]
NAYPAF,5683,[O-][N+](=O)N1[C@H]2O[C@H]3[C@@H]1N([N+](=O)[O-])[C@H]1O[C@@H]2N([N+](=O)[O-])[C@H]1N3[N+](=O)[O-]
NBARBA,2546,[O-][N+](=O)c1c(O)[nH]c(=O)[nH]c1=O
NBCBRE10,3189,N#C[C@@H]1[C@H]2C[C@H]3[C@@H]1C=C[C@H]3[C@@H]2OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
NBFURX,3945,O/N=C/1\Oc2c(C1=O)cc(cc2)[N+](=O)[O-]
NBZMAA,1936,CN(c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])C
NEDCAA,3395,[O-][N+](=O)c1ccc(cc1)N/C=N/c1ccc(cc1)[N+](=O)[O-]
NEDDOP,2215,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c2c1ncnc2N)[N+](=O)[O-]
NEDSEU,3454,CN1C[C@]2(CC=C[C@@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-]
NEGKES,1669,[O-][N+](=O)c1ccccc1n1nc(cc1N)C(C)(C)C
NEHPOG,4281,COc1ccc(cc1)/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
NEMLIA,2528,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1O
NEQGOH,2216,COc1ccc(c(c1)Nc1ncnc2c1cc(cc2)[N+](=O)[O-])OC
NEQSIN,2657,N#Cc1cc(ccc1/N=C/N(C)C)[N+](=O)[O-]
NEZBIE,2383,COc1ncc(c2c1[nH]cc2)OC(=O)c1ccc(cc1)[N+](=O)[O-]
NHANTQ,3253,Oc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1[N+](=O)[O-])[N+](=O)[O-]
NHMENT,3558,OC[C@@H]1C[C@@]2(N[C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])[N+](=O)[O-]
NHPYOX10,1136,C[C@H]1C[C@H]2CCCCN2[C@H](O1)c1ccc(cc1)[N+](=O)[O-]
NIAMBP,2169,Nc1ccc(cc1)c1ccccc1[N+](=O)[O-]
NIBBEI,1950,O=C1OC2(CCCC2)OC(=O)C1=CNc1cccc(c1)[N+](=O)[O-]
NIEQIN,1425,CCOc1cc([N+](=O)[O-])c2c(c1)C(=CC(N2)(C)C)C
NIHBOX,1990,O=C1/C(=C/2\C=CC(=[N+]([O-])[O-])C=C2)/[N+](=O)[C@](N1C)(C)C(C)C
NIKTEH,2794,[O-][N+](=O)c1cccc(c1)c1nc2ccccc2nc1c1cccc(c1)[N+](=O)[O-]
NIKVAF,2137,CO[C@H](c1ccc(cc1)[N+](=O)[O-])Nc1ccccn1
NILZAM,3969,CCOC(=O)c1noc(c1)CO[N+](=O)[O-]
NIMFOE,2951,[O-][N+](=O)c1c[nH]c(=O)[nH]c1=O
NINQEI,2871,CNC1=C([N+](=O)[O-])[C@H](C2=C(O1)CCCC2=O)c1ccc(cc1)[N+](=O)[O-]
NIPCIM,3950,[O-][N+](=O)c1ccc(cc1)N=C=Nc1ccc(cc1)[N+](=O)[O-]
NIPFUP,3933,[O-][N+](=O)c1ccc(o1)/C=C/C(=O)c1ccccc1[N+](=O)[O-]
NIPHAZ,4686,N#[N+][N-]c1ccc(cc1)[N+](=O)[O-]
NIPPAG,2289,CCN1C(=O)/C(=N\Nc2cccc(c2)[N+](=O)[O-])/C(=C(C1=O)C#N)C
NIPYAZ,5620,[O-][N+](=O)n1cccn1
NIQTUD,2873,O=C(Oc1ccc(cc1)[N+](=O)[O-])CCC(=O)Oc1ccc(cc1)[N+](=O)[O-]
NISGEB,2952,[O-][N+](=O)C(CCc1nnn[nH]1)(CCc1nnn[nH]1)CCc1nnn[nH]1
NITBAL02,4134,O/N=C/c1ccc(cc1)[N+](=O)[O-]
NIVPAJ,2769,OCc1ccc(c(c1)N)[N+](=O)[O-]
NIWROB03,2005,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)[N+](=O)[O-]
NIZCAA,3253,Cc1cccc(n1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NMALAM,2581,N/C(=C(/C(=O)N)\[N+](=O)[O-])/O
NMBYAN,2059,Cc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-]
NMBZAX,3875,C[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1
NMBZYA01,2423,COc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-]
NMHXNT,4138,OC[C@@H]1C[C@@]2(N([C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])O)[N+](=O)[O-]
NMZNON01,3243,CN1C[C@@]2(CC(=O)C[C@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-]
NNAPAN10,3451,O=C1OC(=O)c2c3c1ccc(c3c(cc2)[N+](=O)[O-])[N+](=O)[O-]
NNAPMP,2926,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Oc1c(C)cccc1C)cccc2
NNTSED10,6084,O=[N+]([N+](=O)CC[N+](=O)[O-])CC[N+](=O)[O-]
NOACTD,3476,[O-][N+](=O)CC(=O)N
NOEURA,5993,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
NOFBEP,1491,CNC(=C([N+](=O)[O-])C=C1C(=O)CC(CC1=O)(C)C)NC
NOFLUP,1808,O[C@@H](c1ccccc1)CNc1ccc(cc1)[N+](=O)[O-]
NOGCIX,2330,C/C(=C\C#Cc1nc(n(c1[N+](=O)[O-])C)C)/c1ccccc1
NOHCAQ,1642,CN1C=C(c2ccccc2)[C@H](NC1=O)c1ccc(cc1)[N+](=O)[O-]
NOHTAZ,5340,C[C@@H]1N([N+](=O)[O-])[C@H](C)N([C@@H](N1[N+](=O)[O-])C)[N+](=O)[O-]
NOLHIG,1909,COC(=O)c1n(c2ccc(cc2)[N+](=O)[O-])c(c2c1cccc2)C
NOMBEA01,3767,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])C(=O)O
NOPHKN,3603,O=C(c1ccc(cc1)[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-]
NOQVUL,2732,Cc1ccc(o1)/C=N/c1cccc(c1)[N+](=O)[O-]
NORPUG,3302,CC(COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
NOSLIQ,4333,[O-][N+](=O)OCC1(COC(=N1)c1cccnc1)CO[N+](=O)[O-]
NOSNUE,3396,[O-][N+](=O)OCCOC(=O)c1cccnc1
NOTRAP,1521,CC[C@@]1(CCC(=O)NC1=O)c1ccc(cc1)[N+](=O)[O-]
NPASPG,2942,NC(=O)C[C@H](C(=O)O)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NPBUDY,4560,[O-][N+](=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)[N+](=O)[O-]
NPHDZA,2165,CC/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/C
NPHDZB,4096,CC/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NPNFPR,3907,O=C(c1ccc(cc1)[N+](=O)[O-])/C=C/c1ccc(o1)[N+](=O)[O-]
NPYRAM,3447,[O-][N+](=O)c1cccnc1NCNc1ncccc1[N+](=O)[O-]
NTBYPY,3735,[O-][N+](=O)c1cc(ccc1Cc1ccncc1)[N+](=O)[O-]
NTBZAM01,2837,NC(=O)c1ccc(cc1)[N+](=O)[O-]
NTPYRO11,5052,[O-][n+]1ccc(cc1)[N+](=O)[O-]
NUCDEW,2479,N#CC([C@@]1(C[N+](=O)[O-])C(=O)Nc2c1cc(C)cc2)C#N
NUDLIH,1533,CC[NH+](Cc1cc(ccc1[O-])[N+](=O)[O-])CC
NUKBOK,1144,[O-][N+](=O)c1ccc2c(c1)C(C)(C)NC2(C)C
NULGEI,1746,[O-][N+](=O)[C@H]1C(=O)NC(=C[C@@H]1c1ccccc1)c1ccccc1
NUMXAV,5098,CNC(=C([N+](=O)[O-])[N+](=O)[O-])N
NUNCOO,1812,OC[C@@H](c1ccccc1)Nc1ccc(cc1)[N+](=O)[O-]
NUPJAJ,3895,COc1ccc2c(c1[N+](=O)[O-])c([N+](=O)[O-])c(cc2)OC
NUPMES,2638,[O-][N+](=O)c1ccc(cc1)/N=C/c1ccccn1
NUPYON,2223,COc1cc(cc(c1O)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-]
NUQJEP,4159,O/N=C/c1cccc(c1)[N+](=O)[O-]
NUQPOF,4372,O=C1c2c(cc(c(c2C(=O)c2c1c(cc(c2O)[N+](=O)[O-])[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
NUQRUN,2217,O=C(c1ccccc1[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2
NUQZIJ01,1928,Nc1ccc(cc1N/C=C/1\C(=O)C=Cc2c1cccc2)[N+](=O)[O-]
OBOKIC,1774,Oc1ccc(cc1/C=N/c1ccc(cc1)Nc1ccccc1)[N+](=O)[O-]
OBUJAY,3296,COc1ccccc1/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C
OBUWUF,2175,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2
OBUXOA,2318,CCCNc1ccc(cc1[N+](=O)[O-])C#N
OCALEL,2399,C/C(=N\NC(=O)c1ccccc1[N+](=O)[O-])/c1ccccn1
OCALOU,1692,CC(=O)NCCNc1ccc(cc1)[N+](=O)[O-]
OCAYID,1732,[O-][N+](=O)C(c1ccnc(n1)c1ccccc1)(C)C
OCEHEL,3899,N#CC(=Cc1cc2OCOc2cc1[N+](=O)[O-])C#N
OCEKIS,2522,CCOc1ccccc1N/N=N/c1cccc(c1)[N+](=O)[O-]
OCHTET18,6277,[O-][N+](=O)N1CN(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
OCOMOK,2186,OC(=O)CCNc1ccc(cc1)[N+](=O)[O-]
OFAHAH,4685,[O-][N+](=O)[C@]12[C@H]3C[C@H]4C[C@@H]2[C@@]([N+](=O)[N+]1=O)([C@@H](C3)C4)[N+](=O)[O-]
OFOMAX,1839,O=C(c1ccc(cc1)[N+](=O)[O-])OCCn1ccc2c1cccc2
OGENIY01,1974,O=C(c1cccc(c1)[N+](=O)[O-])Nc1cccc2c1nccc2
OGEPUM01,1973,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1cccc2c1nccc2
OJAREW,3119,CO[C@@]12[C@@H]3O[C@@H]3CN1c1c(C2=O)cc(cc1)[N+](=O)[O-]
OJARIA,3230,CO[C@@]12[C@H]3O[C@H]3CN2c2c(C1=O)cccc2[N+](=O)[O-]
OJIJOG,3240,[O-][N+](=O)c1cc(ccc1NN=C1CCCCC1)[N+](=O)[O-]
OJIRIJ,2415,COc1ccc(c(c1)[N+](=O)[O-])c1cnc2c(n1)cccc2
OJOLAC,4272,O=NC1(COC(OC1)(C)C)[N+](=O)[O-]
OJUNEM,2545,CN(/N=C(/c1ccc(cc1)[N+](=O)[O-])\C=N\N(C)C)C
OJUNUC,2253,CN(/N=C/C(=N\N1CCCC1)/c1ccc(cc1)[N+](=O)[O-])C
OLIHIA,2530,COC(=O)/C(=C/C(=O)OC)/Nc1ccccc1[N+](=O)[O-]
OLIHUM,2552,COC(=O)c1cc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-]
OLIJEY,1885,COC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)[N+](=O)[O-]
OLOHEC,2616,O=C1C=CC=C/C/1=C/Nc1ccc(cc1O)[N+](=O)[O-]
OMITIP,2501,OC[C@H]1O[C@H](C[C@@H]1O)n1nnc(c1)c1ccc(cc1)[N+](=O)[O-]
OMIWEM,4579,[O-][N+](=O)C1=[N+]2C=CC=[N+]2C=C1
OMOBOH,3329,CCOC(=O)c1cn(nc1C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
OMOTEP,2577,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc2c1cccc2[N+](=O)[O-]
OMOTIT,2665,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1nc2c(c1)c(ccc2)[N+](=O)[O-]
OMUXEB,1687,O=Cc1cc(cc(c1[O-])C[N+](CC)(CC)CC)[N+](=O)[O-]
ONABAH,2646,[O-][N+](=O)c1ccccc1Nc1nnc(o1)c1ccccc1
ONABEL,2646,N#CC(=C(c1ccc(cc1)OC)/C=C/c1ccccc1[N+](=O)[O-])C#N
ONBZAM,2944,[O-][N+](=O)c1ccccc1C(=O)N
ONITAN02,3050,[O-][N+](=O)c1ccccc1N
ORAWAG,4991,COc1c([N+](=O)[O-])c(OC)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-]
OROYUR,3746,COc1ccc(c(c1)[N+](=O)[O-])C#N
OSIDEB,2059,O=C(c1ccc(cc1)[N+](=O)[O-])OCN1C(=O)c2c(C1=O)cccc2
OTENEI,2158,COc1cc(ccc1C(=O)Nc1ccccc1n1cccn1)[N+](=O)[O-]
OTOFIN,3039,Nc1cc(ccc1C)Nc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-]
OVUYEL,1348,Cc1ccc(cc1)/C(=C\[N+](=O)[O-])/N1CCCCC1
OWUQEE,2371,Oc1ccc(cc1/C=N/c1ccccc1)[N+](=O)[O-]
OWUYOW02,5497,[O-][N+](=O)N(c1nonc1c1nocn1)CCN(c1nonc1c1nocn1)[N+](=O)[O-]
OXIMOZ,1786,CCOC(=O)c1c(C)[nH]c(c1O)c1ccc(cc1)[N+](=O)[O-]
OXINEQ,3763,N#Cc1c2CCCCC(c2nc(c1C#N)O)([N+](=O)[O-])[N+](=O)[O-]
OXIRUK,5425,[O-][N+](=O)c1nn(cn1)CC#C
OXISEV,4690,[O-][N+](=O)c1nn(cn1)C=C
OXONOG,6988,O=[N+](c1nonc1N[N+](=O)[O-])[N-]c1nonc1/N=N/c1nonc1[N-][N+](=O)c1nonc1N[N+](=O)[O-]
OZAZEV,3107,COCc1c(C#N)c(NN)nc(c1[N+](=O)[O-])C
PABBOJ,5386,[O-][N+](=O)c1cc(cc(c1n1nnc2c1c(cc(c2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PABHAB01,4814,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1c(C)nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-]
PABPIR,1542,CN(CCCNc1ccnc2c1cccc2[N+](=O)[O-])C
PABPUD,1565,CN(CCCNc1c(cnc2c1cccc2)[N+](=O)[O-])C
PADQUJ,1409,[O-][N+](=O)C[C@H](c1c(N)n(C)c(=O)n(c1=O)C)c1ccccc1
PADZAX,2460,[O-][N+](=O)c1ccc(cc1)NN=C1c2cccnc2c2c1cccn2
PAGNUJ,5132,[O-][N+](=O)c1ncn(c1)c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
PAGPOF,3968,[O-][N+](=O)c1c(NC(C)(C)C)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
PAGPUL,5323,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAGQAS,5535,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAHBEG,3063,[O-][N+](=O)c1ccc(cc1)/C=N/CC/N=C/c1ccc(cc1)[N+](=O)[O-]
PAMGIT,2505,N#CC(C(c1ccccc1)(C)C)(/N=N/c1ccc(cc1)[N+](=O)[O-])C#N
PAMNIA,2151,O=C1CCCN1c1cccc(c1)[N+](=O)[O-]
PAMQAW,3987,[O-][N+](=O)C1(CCCCCCc2c1cno2)[N+](=O)[O-]
PANJOE,1665,[O-][N+](=O)c1ccc2c(c1)n(CCc1ccccc1)cn2
PANJUK,2590,O=C(c1cccc(c1)[N+](=O)[O-])CCn1cncn1
PAQZEN,1568,[O-][N+](=O)c1ccc(cc1)C(c1cccn1C)c1cccn1C
PARPOO,2920,[O-][N+](=O)c1ccc(nc1C)/N=N/c1ccccc1
PASJUP,2773,CC[C@@]([C@@]([N+](=O)[O-])(CC)C)([N+](=O)[O-])C
PAVDOH,2162,Cc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
PAVJAY,3300,Cc1ccc(cc1)OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
PAVVEN,2296,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1c(ccc2)[N+](=O)[O-]
PAVZET,2446,COc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
PAVZIX,2372,Nc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-]
PAWGUR,1337,[O-][N+](=O)C(Cc1c[nH]c2c1cccc2)(C)C
PAWVIV,5557,[O-][N+](=O)O[C@]12C[C@H]3N([C@@H](C2)N([C@@H](C1)N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAXQUC,4165,O=C(c1ccc(cc1)[N+](=O)[O-])C[N-][N+]#N
PAXTAL,1602,Cc1ccc(cc1)CNc1cccc(c1)[N+](=O)[O-]
PAYBAV,2144,CCn1c2ncc(c(=O)n2c2c1cccc2)[N+](=O)[O-]
PECQAS,2486,COC(=O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/CC(=O)OC
PEDREY,2304,CCN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=C(C1=O)C#N)C
PELHUL,2785,NCCNc1cc(NCCN)c(cc1[N+](=O)[O-])[N+](=O)[O-]
PEMCAM06,2347,CN(c1ccc(cc1)/C=C/[N+](=O)[O-])C
PESJIH,3006,C/C=N/Nc1ccc(cc1)[N+](=O)[O-]
PESNAF,2311,[O-][N+](=O)c1ccc(cc1)n1cnc2c1cccc2
PESQOW,1501,Cc1cccc(c1)c1nc2c(n1c1ccc(cc1)[N+](=O)[O-])cccc2
PEVQIR,3231,[O-][N+](=O)c1ccc(cc1)Oc1ccccc1Oc1ccc(cc1)[N+](=O)[O-]
PEXKEI,1599,[O-][N+](=O)c1ccc2c(c1)C[C@H]1N[C@]2(C)c2c1cccc2
PEZPIV,2677,Cc1nn2c(n1)n(nc2c1ccc(cc1)[N+](=O)[O-])C(=O)C
PICFOW,2108,C/C(=C/C(=O)C)/Nc1ccc(cc1)[N+](=O)[O-]
PICNEX,6128,N#[N+][N-]c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PICRAC17,5323,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O
PICRIC,3731,O=c1ccc2c(cc1)c(nn2c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
PIGLOI,5561,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PIGSEF,5313,[O-][N+](=O)c1nc(cn1c1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
PIGSIJ,5774,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PIGSOP,5701,[O-][N+](=O)c1nc(cn1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PIGSUV,5379,[O-][N+](=O)c1c(N)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PILGEX,2535,COc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-]
PILGID,1530,[O-][N+](=O)c1ccc(cc1)c1nc2n(c1NC(C)(C)C)ccnc2
PIMKIF,4204,[O-][N+](=O)OC[C@@H]1CC[C@H](CC1)CO[N+](=O)[O-]
PIMKOL,5039,[O-][N+](=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O[N+](=O)[O-]
PIPWOA,2328,Cn1cnc(c1/C=C/c1ccccc1)[N+](=O)[O-]
PITDAZ,2328,COc1ccc2c(c1)n(cn2)c1ccc(cc1)[N+](=O)[O-]
PIWDUU,664,[O-][N+](=O)[C@@H]1CCN2[C@H]1[C@]1(CCCC1(C)C)CC2
PIWSEU,1982,[O-][N+](=O)[C@@H]([C@@H]1NC(=O)c2c1cccc2)C
PIZHAH,5160,O=NN1CC(C1)(CC)O[N+](=O)[O-]
PIZNUJ,1629,COc1ccc(cc1)[C@@H](c1c[nH]c2c1cccc2)C[N+](=O)[O-]
PNBPIP,1663,O=C(c1ccc(cc1)[N+](=O)[O-])N1CCCCC1
PNOIZA,2334,[O-][N+](=O)c1ccc2n(c1)cc(c2)c1ccccc1
PNOIZB,2342,[O-][N+](=O)c1cccn2c1cc(c2)c1ccccc1
PNOIZD,2029,[O-][N+](=O)c1cccc2c1[nH]cc2c1ccccc1
PNPAUR,2127,O=C(Cc1ccc(cc1)[N+](=O)[O-])NCC(=O)O
POMVAP,1975,COC(=O)/C(=C/c1ccccc1)/C/N=C/c1cccc(c1)[N+](=O)[O-]
PONQOZ,1776,CCOC(=O)c1ccc(c(c1)[N+](=O)[O-])NCC
POQFIM,3000,COc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-]
POQFOS,2575,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])O
PORFUZ,3615,Cc1ccc2c(c1)[n+]([O-])cc(c2)[N+](=O)[O-]
POTGUC,5560,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3C([C@@H]1C[C@@H](C2([N+](=O)[O-])[N+](=O)[O-])C3)([N+](=O)[O-])[N+](=O)[O-]
POVKOA,2234,Nc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-]
POWPEX,2123,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1C(=O)N
POZGER,2613,[O-][N+](=O)c1cccc(c1)n1nncc1c1ccccc1
POZQOL,4266,O=C[C@@H]1[C@H]([C@@H]1[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-]
PUBMUU20,6401,[O-][N+](=O)N1[C@@H]2N([C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2N([N+](=O)[O-])[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUFMEJ,3351,[O-][N+](=O)c1ccccc1N/N=C/c1ccco1
PUFMOT,2242,CCOc1cc(/C=N/Nc2cccc(c2)[N+](=O)[O-])ccc1O
PUGWIY,2580,COc1ccccc1C(=O)N/N=C/c1cc(O)ccc1[N+](=O)[O-]
PUGYIA,1975,O=Cc1cc(ccc1N1CCCCC1)[N+](=O)[O-]
PUHFEE02,2570,[O-][N+](=O)C[C@]1(O)C(=O)Nc2c1cccc2
PUJLIR,2475,CCOC(=O)c1[nH]nc(c1)C(=O)c1ccc(cc1)[N+](=O)[O-]
PUNDOT,3787,Cc1c([N+](=O)[O-])c(C)cc(c1[N+](=O)[O-])C
PUQQIC,3297,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/c1cc2ccccc2oc1=O
PUQQOI,2115,O=C1CC(C)(C)CC(=O)C1=NNc1cccc(c1)[N+](=O)[O-]
PUTCEM,5264,[O-][N+](=O)c1cc(cc2c1N=[N+]1[N+]2=Nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUTCOW,4668,COc1c(cc(c2c1nn(n2)c1cc(cc(c1N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUTCUC,5644,[O-][N+](=O)c1cc(cc2=[N+]3[N+](=C(C=N3)[N+](=O)[O-])N=c12)[N+](=O)[O-]
PUVSEE,2553,CN(/C=C/1\N=C(OC1=O)c1ccccc1[N+](=O)[O-])C
PUVSOO,5053,[O-][N+](=O)c1ccc2c(c1)cnn2[N+](=O)[O-]
PUWGET,2067,COC(=O)/C(=C(\c1ccccc1)/Nc1ccccc1)/[N+](=O)[O-]
PUWGIX,1680,COC(=O)/C(=C(\c1ccccc1)/N1CCCCC1)/[N+](=O)[O-]
PUXQUW,2087,CCN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=C(C1=O)C#N)CC
QABDEE,2532,[O-]/[N+](=C\c1ccc(cc1)[N+](=O)[O-])/CCOCc1ccccc1
QAHPIZ,2464,OC(=O)/C=C\c1nnc(n1c1ccc(cc1)[N+](=O)[O-])c1ccccn1
